sample_id,frame_id,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0,0,0.0,0.0,0.0,-0.034992218017578125,-0.02200418710708618,-0.014243368815129998,-0.06753814220428467,-0.07163453102111816,-0.02125167363459468,-0.09189999103546143,-0.11279076337814331,-0.028240964572376015,-0.11347216367721558,-0.13209670782089233,-0.032662720243877175,-0.0481795072555542,-0.13246315717697144,-0.004804676688706877,-0.04645484685897827,-0.16761630773544312,-0.022734704251831772,-0.04076331853866577,-0.12204128503799438,-0.03179191873545051,-0.03788876533508301,-0.09283328056335449,-0.03508940414661765,-0.02469879388809204,-0.13604485988616943,-0.004874398756271603,-0.024394989013671875,-0.17310398817062378,-0.026082674797123673,-0.02105778455734253,-0.11299282312393188,-0.03129683510536552,-0.01988428831100464,-0.08550304174423218,-0.02942566462928653,-0.002217233180999756,-0.1335548758506775,-0.007930896069353821,-0.0004458427429199219,-0.16462010145187378,-0.02891982236081958,-0.0010466575622558594,-0.10850799083709717,-0.02430001908118129,-0.002610146999359131,-0.08289223909378052,-0.014928572635596993,0.019589364528656006,-0.12636154890060425,-0.011855941090232136,0.020080864429473877,-0.16012734174728394,-0.021681620563811066,0.017427384853363037,-0.12197661399841309,-0.014832871790474655,0.014772415161132812,-0.10247987508773804,-0.006594367149716618,A
0,1,0.0,0.0,0.0,-0.03566277027130127,-0.023745715618133545,-0.01367684226960364,-0.06774568557739258,-0.07242900133132935,-0.0198244150403184,-0.09238296747207642,-0.11349266767501831,-0.026191483778063684,-0.11320698261260986,-0.13318830728530884,-0.02996824268728915,-0.047695815563201904,-0.13203126192092896,-0.0015074116551545558,-0.04575049877166748,-0.16578185558319092,-0.019353357670013338,-0.040251195430755615,-0.1181136965751648,-0.028405069899861246,-0.03683191537857056,-0.09076499938964844,-0.031624577534500986,-0.024362266063690186,-0.1349967122077942,-0.0018323781575304565,-0.024148106575012207,-0.17041999101638794,-0.02220555726916018,-0.021219193935394287,-0.11044442653656006,-0.027050815117661386,-0.019384264945983887,-0.08755433559417725,-0.025091621619765192,-0.002215564250946045,-0.13274627923965454,-0.005481577539001137,-0.0009604096412658691,-0.16454541683197021,-0.02604876604408446,-0.002042710781097412,-0.10891222953796387,-0.021208475870196253,-0.0031009912490844727,-0.08731061220169067,-0.011850883779231935,0.019319772720336914,-0.12601947784423828,-0.010042205979232222,0.019234895706176758,-0.1595500111579895,-0.019190089372102648,0.016662776470184326,-0.12063717842102051,-0.011987083186511427,0.015453875064849854,-0.10294586420059204,-0.003654299131710559,A
0,2,0.0,0.0,0.0,-0.03430670499801636,-0.02330535650253296,-0.014623175488281959,-0.06778550148010254,-0.07261538505554199,-0.021109663994479888,-0.09306013584136963,-0.11283493041992188,-0.027530958057809585,-0.11363524198532104,-0.13347667455673218,-0.03141048468785357,-0.050134122371673584,-0.13293534517288208,-0.002686312302444094,-0.047038257122039795,-0.16574710607528687,-0.02094099030034613,-0.04051476716995239,-0.11980986595153809,-0.030530105458069556,-0.03699803352355957,-0.09124672412872314,-0.034012406246233695,-0.02617126703262329,-0.1365630030632019,-0.002510316783059352,-0.024855375289916992,-0.17375367879867554,-0.02355389587717127,-0.02096426486968994,-0.11437010765075684,-0.029044554681945556,-0.019827187061309814,-0.08842664957046509,-0.02721346832947802,-0.0034891366958618164,-0.1341996192932129,-0.005632696786392444,-0.0008864402770996094,-0.16490042209625244,-0.027296359763909095,-0.0010387897491455078,-0.10920095443725586,-0.023400376663971656,-0.002828240394592285,-0.08525502681732178,-0.01414611760662865,0.01817101240158081,-0.12708652019500732,-0.009553781823683494,0.0181732177734375,-0.16052883863449097,-0.019580333606768363,0.016632139682769775,-0.12141072750091553,-0.0127707665054686,0.014792561531066895,-0.10236907005310059,-0.004398522546011918,A
0,3,0.0,0.0,0.0,-0.03439664840698242,-0.023319721221923828,-0.014790266887615644,-0.0679277777671814,-0.07286953926086426,-0.021306015686462842,-0.0932769775390625,-0.11337387561798096,-0.027780043096612417,-0.11394119262695312,-0.13456255197525024,-0.03170321150250288,-0.050078749656677246,-0.1346127986907959,-0.0025545325086966386,-0.04778015613555908,-0.16781634092330933,-0.020643627406428777,-0.0414920449256897,-0.12159305810928345,-0.030071793259452306,-0.03812837600708008,-0.0939260721206665,-0.03355074687428328,-0.02636641263961792,-0.13787388801574707,-0.0023257952605888477,-0.02603888511657715,-0.1746758222579956,-0.023110153288911306,-0.022295057773590088,-0.11453264951705933,-0.02830925224847647,-0.021058857440948486,-0.08955073356628418,-0.02638666904098841,-0.00393068790435791,-0.13523995876312256,-0.005478901458303653,-0.002398848533630371,-0.16601991653442383,-0.027023669467638456,-0.0025866031646728516,-0.10981649160385132,-0.02290628491468283,-0.003912210464477539,-0.08631622791290283,-0.01358358296133133,0.01767057180404663,-0.12806236743927002,-0.009482193873594724,0.01685655117034912,-0.1619929075241089,-0.01944248391814085,0.015079677104949951,-0.12283915281295776,-0.012581696869204961,0.01356971263885498,-0.10376900434494019,-0.004212609627614938,A
0,4,0.0,0.0,0.0,-0.0346829891204834,-0.021174907684326172,-0.01575808595214312,-0.06750839948654175,-0.07038414478302002,-0.022686755240897583,-0.09252434968948364,-0.11263573169708252,-0.0293399057844681,-0.11332213878631592,-0.13436776399612427,-0.03321298393700545,-0.049166083335876465,-0.1318666934967041,-0.0035247723134261832,-0.04599267244338989,-0.16681045293807983,-0.022125538394789146,-0.03972810506820679,-0.11875748634338379,-0.03143564048502867,-0.03741741180419922,-0.09056395292282104,-0.03474790784810011,-0.02572399377822876,-0.1351337432861328,-0.0029715238632661567,-0.024020910263061523,-0.17244547605514526,-0.024681143418888496,-0.02043020725250244,-0.11121302843093872,-0.03018829408381407,-0.020946145057678223,-0.0872809886932373,-0.02830855730269377,-0.003625333309173584,-0.13277477025985718,-0.005832961251030611,-0.00046050548553466797,-0.16479599475860596,-0.02816544282529776,-0.0005301833152770996,-0.10813629627227783,-0.024044897363523887,-0.0033794045448303223,-0.08608198165893555,-0.014605840624312805,0.01779639720916748,-0.1261107325553894,-0.009583243125121044,0.01866072416305542,-0.15894544124603271,-0.02020575288031523,0.01714456081390381,-0.1197553277015686,-0.013519761108796047,0.014369368553161621,-0.1020975112915039,-0.005153068763206647,A
0,5,0.0,0.0,0.0,-0.03422248363494873,-0.02380549907684326,-0.015579614525734087,-0.06627702713012695,-0.07445389032363892,-0.022613354696034094,-0.09101790189743042,-0.11494535207748413,-0.029404644591807028,-0.11208492517471313,-0.135206937789917,-0.03352708250105252,-0.046995341777801514,-0.13393855094909668,-0.0039897982199477156,-0.043659746646881104,-0.1694539189338684,-0.022267029358147283,-0.03854745626449585,-0.1211627721786499,-0.031523222772477766,-0.03632855415344238,-0.0943644642829895,-0.03499603524625172,-0.023602843284606934,-0.13694065809249878,-0.0034544455987202127,-0.021903812885284424,-0.1751030683517456,-0.02465671181499829,-0.019095003604888916,-0.11369770765304565,-0.02958594888269772,-0.01824432611465454,-0.08925974369049072,-0.027444285078047415,-0.0017213225364685059,-0.13464385271072388,-0.006299143394528528,0.001041710376739502,-0.16599112749099731,-0.027911149634121557,0.0004905462265014648,-0.10894131660461426,-0.023232443926929136,-0.0007938146591186523,-0.08574914932250977,-0.013597734941242834,0.01930844783782959,-0.1282523274421692,-0.010108242480157514,0.01949399709701538,-0.1608986258506775,-0.019991452543138166,0.017764568328857422,-0.12126356363296509,-0.012939404433666368,0.016530752182006836,-0.10326498746871948,-0.004505365824400087,A
0,6,0.0,0.0,0.0,-0.03418856859207153,-0.02252817153930664,-0.016164012771326952,-0.06665778160095215,-0.07307451963424683,-0.023271037783700876,-0.09134304523468018,-0.11432713270187378,-0.029973278340179377,-0.1123456358909607,-0.1343975067138672,-0.033912979584414416,-0.04738318920135498,-0.1325647234916687,-0.004415094439167433,-0.04449087381362915,-0.16791623830795288,-0.02276676572509473,-0.03886133432388306,-0.1190955638885498,-0.031841662299115114,-0.03620553016662598,-0.09229791164398193,-0.035077639442164354,-0.024017274379730225,-0.13616657257080078,-0.003511204203817897,-0.022726714611053467,-0.17445170879364014,-0.024940830242115908,-0.019525766372680664,-0.112765371799469,-0.02967054076142972,-0.018442094326019287,-0.08852583169937134,-0.02719748071976369,-0.002224743366241455,-0.13426023721694946,-0.006067290954518967,0.0004904866218566895,-0.165591299533844,-0.0279137702251262,5.245208740234375e-06,-0.10852658748626709,-0.02313680253573125,-0.0012968778610229492,-0.08572441339492798,-0.013282157067436628,0.0186617374420166,-0.1282331943511963,-0.009623284038383417,0.018897593021392822,-0.1608637571334839,-0.019535730179626398,0.01703202724456787,-0.12089526653289795,-0.012436776008684092,0.01574021577835083,-0.10285437107086182,-0.003900968522060566,A
0,7,0.0,0.0,0.0,-0.03542143106460571,-0.019093334674835205,-0.01562803968403159,-0.06946367025375366,-0.07010781764984131,-0.022292146306369887,-0.09495437145233154,-0.1134604811668396,-0.028472281839583502,-0.11589276790618896,-0.1343943476676941,-0.03181704304728328,-0.050980448722839355,-0.1323409080505371,-0.004389664936695681,-0.04811978340148926,-0.16826534271240234,-0.021994149159525023,-0.04216158390045166,-0.11944466829299927,-0.030437532659504996,-0.039660871028900146,-0.09082961082458496,-0.03334815598640262,-0.027482986450195312,-0.1354244351387024,-0.00381811343680738,-0.02563309669494629,-0.17232781648635864,-0.024263266321156607,-0.022451460361480713,-0.11182618141174316,-0.02885325051460086,-0.022611618041992188,-0.08822077512741089,-0.026679482158158407,-0.0054724812507629395,-0.1329195499420166,-0.006544155381504879,-0.002668619155883789,-0.16463804244995117,-0.027485782127712355,-0.00267106294631958,-0.10796332359313965,-0.022511390816305266,-0.00478518009185791,-0.08613508939743042,-0.013058336298797713,0.01586049795150757,-0.12623989582061768,-0.010260999049876318,0.016452312469482422,-0.15809708833694458,-0.020218096520636664,0.0153312087059021,-0.11786621809005737,-0.013198415595923052,0.013834059238433838,-0.10033172369003296,-0.004903436951224194,A
0,8,0.0,0.0,0.0,-0.03423422574996948,-0.02121126651763916,-0.015236851059626133,-0.06735789775848389,-0.07104659080505371,-0.02193851978404382,-0.09256386756896973,-0.11347687244415283,-0.028344698481987507,-0.1131940484046936,-0.1356000304222107,-0.03201718279046872,-0.04906362295150757,-0.1317160725593567,-0.004012929041664393,-0.04540163278579712,-0.16916358470916748,-0.02249206998271802,-0.0404510498046875,-0.1214604377746582,-0.03197375708145955,-0.03870457410812378,-0.09228664636611938,-0.035547260426710636,-0.025726139545440674,-0.13413697481155396,-0.0035682253062532254,-0.02367842197418213,-0.1722974181175232,-0.025276987113784344,-0.02129286527633667,-0.11158537864685059,-0.030895084374378712,-0.021559178829193115,-0.0871652364730835,-0.02942077093644002,-0.003869354724884033,-0.131067156791687,-0.006379980825613529,-0.00014251470565795898,-0.16414523124694824,-0.027982779078911335,-0.0015235543251037598,-0.10808932781219482,-0.023584978886674435,-0.004499316215515137,-0.08560025691986084,-0.01446368475330928,0.01728236675262451,-0.12434077262878418,-0.010130185865591557,0.019319891929626465,-0.15718311071395874,-0.02040321589333871,0.01686042547225952,-0.11732620000839233,-0.013795093864928276,0.01336604356765747,-0.09892857074737549,-0.005819129989276917,A
0,9,0.0,0.0,0.0,-0.033847272396087646,-0.020745515823364258,-0.01555753479260602,-0.06684744358062744,-0.07150459289550781,-0.02270768376547494,-0.09202933311462402,-0.11373633146286011,-0.029523018547479296,-0.11295193433761597,-0.13620758056640625,-0.03369623216349282,-0.0491519570350647,-0.13162022829055786,-0.0048762087571958546,-0.04537057876586914,-0.16913998126983643,-0.02388181144851842,-0.04047161340713501,-0.12229108810424805,-0.03364215957481065,-0.03841358423233032,-0.09273988008499146,-0.03724501820761361,-0.025698542594909668,-0.134344220161438,-0.004450030424777651,-0.023557305335998535,-0.17327630519866943,-0.02627446109909215,-0.020948052406311035,-0.11246925592422485,-0.03171271997052827,-0.020708084106445312,-0.08646917343139648,-0.02992988730329671,-0.0035743117332458496,-0.13205212354660034,-0.007349082068685675,-0.0002611875534057617,-0.1649378538131714,-0.029331266679946566,-0.001328587532043457,-0.1078265905380249,-0.024855963685695315,-0.003788769245147705,-0.08398503065109253,-0.015459610880498076,0.018017113208770752,-0.12600493431091309,-0.011194142312888289,0.01890277862548828,-0.15851056575775146,-0.021762713589851046,0.016891658306121826,-0.11765307188034058,-0.01505405715215602,0.014220058917999268,-0.09874331951141357,-0.006858929325971985,A
